word1,word2,pos
quieten,louden,v
quietly,noisily,r
quietly,unquietly,r
quotable,unquotable,a
racial,nonracial,a
radial_asymmetry,radial_symmetry,n
radial_symmetry,radial_asymmetry,n
radical,cauline,a
radioactive,nonradioactive,a
radiolucent,radiopaque,a
radiopaque,radiolucent,a
rainy_season,dry_season,n
raise,level,v
raise,lower,v
raised,lowered,a
random,nonrandom,a
rarely,often,r
rational,irrational,a
rationally,irrationally,r
ratite,carinate,n
ravel,unravel,v
raw,cooked,a
re-entrant,salient,a
reactive,unreactive,a
ready,unready,a
ready-made,custom-made,a
ready-made,custom-made,n
real,nominal,a
real,unreal,a
realistic,unrealistic,a
realistically,unrealistically,r
reality,unreality,n
reality_principle,pleasure_principle,n
rear,front,n
rear,head,n
reasonable,unreasonable,a
reasonably,unreasonably,r
reassure,worry,v
reassuring,unreassuring,a
recall,issue,v
recede,advance,v
receptive,unreceptive,a
receptor,effector,n
recessive,dominant,a
reciprocal,nonreciprocal,a
recognizably,unrecognizably,r
reconcilable,irreconcilable,a
reconstructed,unreconstructed,a
record,erase,v
recorded,live,a
recoverable,unrecoverable,a
recto,verso,n
recuperate,deteriorate,v
reduce,blow_up,v
reduce,gain,v
reduced_instruction_set_computer,complex_instruction_set_computer,n
reduced_instruction_set_computing,complex_instruction_set_computing,n
reducible,irreducible,a
reentrant_angle,salient_angle,n
refined,unrefined,a
reflected,unreflected,a
reflective,nonreflective,a
refrain,act,v
refresh,tire,v
refuse,accept,v
regenerate,unregenerate,a
registered,unregistered,a
regress,progress,v
regressive,progressive,a
regretful,unregretful,a
regular,irregular,a
regularity,irregularity,n
regularly,irregularly,r
regulate,deregulate,v
regulated,unregulated,a
regulation_time,overtime,n
rehabilitate,purge,v
rehabilitative,punitive,a
reject,accept,v
reject,admit,v
rejection,acceptance,n
rejective,acceptive,a
rejuvenate,age,v
related,unrelated,a
relatedness,unrelatedness,n
relative,absolute,a
relax,tense,v
relaxed,tense,a
relevance,irrelevance,n
relevant,irrelevant,a
relevantly,irrelevantly,r
reliability,unreliability,n
reliable,unreliable,a
reliableness,unreliableness,n
reliably,unreliably,r
religious,irreligious,a
religious,secular,a
religious_person,nonreligious_person,n
remarkably,unremarkably,r
remediable,irremediable,a
remember,forget,v
removable,irremovable,a
renewable,unrenewable,a
rentable,unrentable,a
repair,break,v
reparable,irreparable,a
repatriate,expatriate,v
repeatable,unrepeatable,a
repel,attract,v
repentant,unrepentant,a
repentantly,unrepentantly,r
repetitive,nonrepetitive,a
replaceable,irreplaceable,a
reportable,unreportable,a
reported,unreported,a
representational,nonrepresentational,a
representative,nonrepresentative,a
reprobate,approbate,v
reproducible,unreproducible,a
repulsion,attraction,n
repulsive,attractive,a
reputability,disreputability,n
reputable,disreputable,a
reputably,disreputably,r
repute,disrepute,n
requested,unrequested,a
requisition,derequisition,v
resentful,unresentful,a
reserved,unreserved,a
resident,nonresident,a
resident,nonresident,n
residential,nonresidential,a
resist,surrender,v
resistible,irresistible,a
resolute,irresolute,a
resolutely,irresolutely,r
resoluteness,irresoluteness,n
resolution,preparation,n
respect,disrespect,n
respect,disrespect,v
respectability,unrespectability,n
respectable,unrespectable,a
respectful,disrespectful,a
respectfully,disrespectfully,r
responsibility,irresponsibility,n
responsible,irresponsible,a
responsibleness,irresponsibleness,n
responsibly,irresponsibly,r
responsive,unresponsive,a
responsiveness,unresponsiveness,n
rest,be_active,v
rest_day,workday,n
rested,tired,a
restful,restless,a
restless,restful,a
restrained,unrestrained,a
restraint,unrestraint,n
restrict,derestrict,v
restricted,unrestricted,a
restrictive,unrestrictive,a
retail,wholesale,n
retail,wholesale,r
retail,wholesale,v
retarded,precocious,a
retentive,unretentive,a
reticulate,nonreticulate,a
retractile,nonretractile,a
retreat,advance,n
retroactive,proactive,a
retrograde,anterograde,a
retrograde,direct,a
retrorse,antrorse,a
retrospective,prospective,a
returnable,nonreturnable,a
revealing,concealing,a
reverberant,unreverberant,a
reverence,irreverence,n
reverent,irreverent,a
reverently,irreverently,r
reversal,affirmation,n
reverse,forward,a
reverse,obverse,n
reversibility,irreversibility,n
reversible,irreversible,a
reversible,nonreversible,a
reversible_process,irreversible_process,n
revived,unrevived,a
revocable,irrevocable,a
revolutionary,counterrevolutionary,a
reward,penalty,n
rewarding,unrewarding,a
rh-negative,rh-positive,a
rh-positive,rh-negative,a
rhetorical,unrhetorical,a
rhymed,unrhymed,a
rhythmical,unrhythmical,a
ribbed,ribless,a
ribless,ribbed,a
rich,lean,a
rich,poor,a
rich,poor,n
rich_people,poor_people,n
ride,walk,v
rifled,unrifled,a
rigged,unrigged,a
right,center,a
right,left,a
right,left,n
right,left,r
right,wrong,a
right,wrong,n
right,wrong,v
right,wrongly,r
right-handed,ambidextrous,a
right-handed,left-handed,a
right_angle,oblique_angle,n
right_triangle,oblique_triangle,n
righteous,unrighteous,a
righteously,unrighteously,r
righteousness,unrighteousness,n
rightfulness,wrongfulness,n
rightness,wrongness,n
rigid,nonrigid,a
rimless,rimmed,a
rimmed,rimless,a
ripe,green,a
ripeness,greenness,n
rise,fall,n
rise,fall,v
rise,set,v
rising,falling,a
rising_trot,sitting_trot,n
robust,frail,a
roll_up,unfurl,v
romantically,unromantically,r
romanticist,classicist,n
roofed,roofless,a
roofless,roofed,a
rotor,stator,n
rough,smooth,a
roughen,smooth,v
roughness,smoothness,n
round,square,a
rounded,angular,a
roundness,angularity,n
rugged,delicate,a
ruminant,nonruminant,a
run,idle,v
run-on,end-stopped,a
running,passing,a
running,standing,a
rural,urban,a
rural_area,urban_area,n
rush,delay,v
rush,linger,v
rusted,rustless,a
rusticity,urbanity,n
rustless,rusted,a
sacred,profane,a
sad,glad,a
sadden,gladden,v
saddle,unsaddle,v
saddled,unsaddled,a
sadist,masochist,n
sadistic,masochistic,a
sadly,happily,r
sadness,happiness,n
safe,dangerous,a
safe,out,a
safeness,dangerousness,n
safety,danger,n
salable,unsalable,a
salaried,freelance,a
salient,re-entrant,a
salient_angle,reentrant_angle,n
salinate,desalinate,v
saltwater,fresh_water,n
salty,fresh,a
salubriousness,insalubriousness,n
salubrity,insalubrity,n
same,different,a
same,other,a
sameness,difference,n
sane,insane,a
sanely,insanely,r
sanitariness,unsanitariness,n
sanitary,unsanitary,a
sanity,insanity,n
saponified,unsaponified,a
sarcastic,unsarcastic,a
satiate,insatiate,a
satisfaction,dissatisfaction,n
satisfactorily,unsatisfactorily,r
satisfactoriness,unsatisfactoriness,n
satisfactory,unsatisfactory,a
satisfy,dissatisfy,v
satisfy,fall_short_of,v
saturated,unsaturated,a
saved,lost,a
savory,unsavory,a
say_farewell,welcome,v
scalable,unscalable,a
scale_down,scale_up,v
scale_up,scale_down,v
scarce,abundant,a
scarcity,abundance,n
scented,scentless,a
scentless,scented,a
scheduled,unscheduled,a
scholarly,unscholarly,a
scientific,unscientific,a
scramble,unscramble,v
screw,unscrew,v
scripted,unscripted,a
scrupulous,unscrupulous,a
scrupulousness,unscrupulousness,n
seal,unseal,v
sealed,unsealed,a
seamanlike,unseamanlike,a
seamed,seamless,a
seamless,seamed,a
seasonable,unseasonable,a
seasonableness,unseasonableness,n
seasonably,unseasonably,r
seasonal,year-round,a
seasoned,unseasoned,a
seated,standing,a
seaworthy,unseaworthy,a
second,first,a
secondarily,primarily,r
secondary,primary,a
sectarian,nonsectarian,a
secular,religious,a
secure,insecure,a
secured_bond,unsecured_bond,n
securely,insecurely,r
secureness,insecureness,n
security,insecurity,n
sedate,stimulate,v
seductive,unseductive,a
seeded,unseeded,a
seedless,seedy,a
seedy,seedless,a
seemliness,unseemliness,n
segregate,desegregate,v
segregated,integrated,a
segregation,integration,n
selected,unselected,a
self-consciously,unselfconsciously,r
self-consciousness,unselfconsciousness,n
self-fertilization,cross-fertilization,n
self-pollination,cross-pollination,n
selfish,unselfish,a
selfishly,unselfishly,r
selfishness,unselfishness,n
sell,buy,v
senior,junior,a
sensational,unsensational,a
sensibility,insensibility,n
sensible,insensible,a
sensitise,desensitise,v
sensitive,insensitive,a
sensitively,insensitively,r
sensitiveness,insensitiveness,n
sensitivity,insensitivity,n
sensitize,desensitize,v
sensitizing,desensitizing,a
sensory,extrasensory,a
sent,unsent,a
sentience,insentience,n
sentient,insentient,a
sentimentally,unsentimentally,r
separably,inseparably,r
separate,joint,a
separation,union,n
septic,antiseptic,a
serial_operation,parallel_operation,n
serious,frivolous,a
seriousness,frivolity,n
service,disservice,n
serviceable,unserviceable,a
serviceman,civilian,n
servile,unservile,a
sessile,pedunculate,a
sessile,vagile,a
set,rise,v
settled,unsettled,a
sexual,asexual,a
sexy,unsexy,a
shaded,unshaded,a
shallow,deep,a
shallowness,deepness,n
shapely,unshapely,a
shared,unshared,a
sharp,dull,a
sharp,flat,a
sharp,natural,a
sharpen,dull,v
sharpen,flatten,v
sharpen,soften,v
sharpness,dullness,n
sharpness,softness,n
shaven,unshaven,a
sheared,unsheared,a
sheathe,unsheathe,v
sheathed,unsheathed,a
shelled,unshelled,a
shockable,unshockable,a
shod,unshod,a
short,long,a
short,tall,a
short-spurred,long-spurred,a
shorten,lengthen,v
shortness,longness,n
shortness,tallness,n
shout,whisper,v
show,hide,v
shrink,stretch,v
shrinkable,unshrinkable,a
shut,open,a
shuttered,unshuttered,a
side,bottom,a
side,top,a
sidereal,civil,a
sighted,blind,a
signed,unsigned,a
significance,insignificance,n
significant,insignificant,a
significant,nonsignificant,a
significantly,insignificantly,r
silence,sound,n
silenced,unsilenced,a
similar,dissimilar,a
similarity,dissimilarity,n
similitude,dissimilitude,n
simple,complex,a
simple,compound,a
simplicity,complexity,n
simplify,complicate,v
sincere,insincere,a
sincerely,insincerely,r
sincerity,insincerity,n
single,double,a
single,multiple,a
single-barreled,double-barreled,a
single-breasted,double-breasted,a
single-lane,multilane,a
singly,multiply,r
singular,plural,a
singular,plural,n
singular_matrix,nonsingular_matrix,n
sinistral,dextral,a
sink,float,v
sink,source,n
sinkable,unsinkable,a
sister,brother,n
sisterly,brotherly,a
sit,stand,v
sit_down,arise,v
sitter,stander,n
sitting_trot,rising_trot,n
sized,unsized,a
skew,align,v
skilled,unskilled,a
skillfulness,unskillfulness,n
skim_milk,whole_milk,n
skinless,skinned,a
skinned,skinless,a
slave_state,free_state,n
sleep,wake,v
sleepiness,wakefulness,n
sleeping,waking,n
sleeved,sleeveless,a
sleeveless,sleeved,a
slip_off,slip_on,v
slip_on,slip_off,v
slippery,nonslippery,a
slow,fast,a
slow_lane,fast_lane,n
slowly,quickly,r
small,big,r
small,large,a
smallness,largeness,n
smart,stupid,a
smart_bomb,dumb_bomb,n
smilingly,unsmilingly,r
smokeless,smoky,a
smoker,nonsmoker,n
smoky,smokeless,a
smooth,rough,a
smooth,roughen,v
smoothness,roughness,n
snail_mail,e-mail,n
snail_mail,electronic_mail,n
snail_mail,email,n
snarl,unsnarl,v
sober,intoxicated,a
soberness,drunkenness,n
sociability,unsociability,n
sociable,unsociable,a
sociably,unsociably,r
social,unsocial,a
socialism,capitalism,n
socialistic,capitalistic,a
soft,hard,a
soft,hardened,a
soft,loud,a
soft-finned_fish,spiny-finned_fish,n
soft_drug,hard_drug,n
soft_water,hard_water,n
softball,hardball,n
soften,harden,v
soften,sharpen,v
softhearted,hardhearted,a
softly,loudly,r
softness,hardness,n
softness,loudness,n
softness,sharpness,n
software,hardware,n
sold,unsold,a
soled,soleless,a
soleless,soled,a
solid,gaseous,a
solid,hollow,a
solid,liquid,a
solidity,hollowness,n
solidity,porosity,n
solubility,insolubility,n
soluble,insoluble,a
solvability,unsolvability,n
solved,unsolved,a
solvency,insolvency,n
solvent,insolvent,a
some,all,a
some,no,a
son,daughter,n
sonic,subsonic,a
sonic,supersonic,a
soothe,irritate,v
sophisticated,naive,a
sophistication,naivete,n
sorrow,joy,n
sorrowful,joyful,a
sound,silence,n
sound,unsound,a
soundness,unsoundness,n
sour,sweet,a
sour,sweeten,v
source,sink,n
source_program,object_program,n
soured,unsoured,a
south,north,a
southern,northern,a
southernness,northernness,n
spaced,unspaced,a
sparkling,still,a
spatial,nonspatial,a
speaking,nonspeaking,a
special_agent,general_agent,n
special_verdict,general_verdict,n
specialise,diversify,v
specialist,generalist,n
specialize,diversify,v
specialized,unspecialized,a
specific,general,a
specific,general,n
specific,nonspecific,a
specifically,generally,r
specified,unspecified,a
specify,generalize,v
spell,unspell,v
spherical,nonspherical,a
spineless,spinous,a
spinous,spineless,a
spiny-finned_fish,soft-finned_fish,n
spirited,spiritless,a
spiritless,spirited,a
spiritualize,literalize,v
splayfooted,pigeon-toed,a
split_ticket,straight_ticket,n
splitter,lumper,n
spoils_system,merit_system,n
spoken,written,a
spontaneous,induced,a
sporadic,continual,a
sportingly,unsportingly,r
spread,gather,v
springtide,neap_tide,n
spuriousness,genuineness,n
square,round,a
square_shooter,liar,n
stabile,mobile,n
stabilisation,destabilisation,n
stabilise,destabilise,v
stability,instability,n
stabilization,destabilization,n
stabilize,destabilise,v
stabilize,destabilize,v
stable,unstable,a
stableness,unstableness,n
staccato,legato,a
staccato,legato,r
staged,unstaged,a
stained,unstained,a
stale,fresh,a
staleness,freshness,n
stalinize,destalinize,v
stand,lie,v
stand,sit,v
stand,yield,v
stand_still,move,v
standard,nonstandard,a
stander,sitter,n
standing,running,a
standing,seated,a
staple,unstaple,v
starboard,larboard,n
starchless,starchy,a
starchy,starchless,a
starless,starry,a
starry,starless,a
start,finish,n
start,stop,v
starve,be_full,v
starve,feed,v
statesmanlike,unstatesmanlike,a
stative,active,a
stator,rotor,n
stay,change,v
stay,depart,v
stay,move,v
stay_in_place,travel,v
steadily,unsteadily,r
steadiness,unsteadiness,n
steady,unsteady,a
steep,gradual,a
stemless,stemmed,a
stemmed,stemless,a
sterile,fertile,a
steroidal,nonsteroidal,a
stiffen,loosen,v
stifle,stimulate,v
stigmatism,astigmatism,n
still,moving,a
still,no_longer,r
still,sparkling,a
stillbirth,live_birth,n
stillborn_infant,liveborn_infant,n
stimulate,sedate,v
stimulate,stifle,v
stimulating,unstimulating,a
stimulative,depressant,a
stinginess,generosity,n
stingy,generous,a
stomatous,astomatous,a
stop,start,v
stop_consonant,continuant_consonant,n
stoppable,unstoppable,a
stormy,calm,a
stoutheartedness,faintheartedness,n
straight,crooked,a
straight,curly,a
straight,curved,a
straight_line,curve,n
straight_ticket,split_ticket,n
straighten,bend,v
straightness,crookedness,n
straightness,curliness,n
strain,unstrain,v
strange,familiar,a
stranger,acquaintance,n
strap,unstrap,v
stratified,unstratified,a
stratified_language,unstratified_language,n
strength,weakness,n
strengthen,weaken,v
strengthening,weakening,n
stressed,unstressed,a
stretch,shrink,v
string,unstring,v
strong,weak,a
strong_point,weak_point,n
strongly,weakly,r
structured,unstructured,a
stubborn,docile,a
stuck,unstuck,a
studied,unstudied,a
studio,location,n
stuff,unstuff,v
stupid,smart,a
stupidity,intelligence,n
styleless,stylish,a
stylish,styleless,a
subartesian,artesian,a
subhuman,superhuman,a
subjacent,superjacent,a
subjective,objective,a
subjectively,objectively,r
submersible,nonsubmersible,a
submersible,surface_ship,n
submissive,domineering,a
subordinate,dominant,a
subordinate,insubordinate,a
subordinating,coordinating,a
subordination,insubordination,n
subscript,adscript,a
subscript,superscript,a
subscript,superscript,n
subsequent,antecedent,a
subsonic,sonic,a
subsonic,supersonic,a
substantial,insubstantial,a
substantiality,insubstantiality,n
substantive,adjective,a
subsurface,overhead,a
subsurface,surface,a
subtract,add,v
subtraction,addition,n
subtractive,additive,a
succeed,fail,v
succeed,precede,v
succeeding,preceding,a
success,failure,n
successful,unsuccessful,a
successfully,unsuccessfully,r
succumb,survive,v
sudden,gradual,a
suffer,be_well,v
suffer,enjoy,v
sufficiency,insufficiency,n
sufficient,insufficient,a
sufficiently,insufficiently,r
suffix,prefix,v
sugarless,sugary,a
sugary,sugarless,a
suitability,unsuitability,n
suitableness,unsuitableness,n
suitably,unsuitably,r
summer_solstice,winter_solstice,n
summerize,winterize,v
summery,autumnal,a
summery,vernal,a
sunrise,sunset,n
sunset,sunrise,n
superficial,profound,a
superficiality,profundity,n
superhuman,subhuman,a
superior,inferior,a
superior,inferior,n
superiority,inferiority,n
superjacent,subjacent,a
supernal,infernal,a
supernatural,natural,a
superscript,adscript,a
superscript,subscript,a
superscript,subscript,n
supersonic,sonic,a
supersonic,subsonic,a
supervised,unsupervised,a
supination,pronation,n
supply,demand,n
supported,unsupported,a
supportive,unsupportive,a
suppressed,publicized,a
suppurative,nonsuppurative,a
sure,unsure,a
surface,overhead,a
surface,subsurface,a
surface-to-air,air-to-air,a
surface-to-air,air-to-surface,a
surface_mail,air_mail,n
surface_ship,submersible,n
surgical,medical,a
surgical,nonsurgical,a
surmountable,insurmountable,a
surprised,unsurprised,a
surprising,unsurprising,a
surrender,resist,v
survive,succumb,v
susceptibility,unsusceptibility,n
susceptible,unsusceptible,a
suspected,unsuspected,a
sweet,dry,a
sweet,sour,a
sweeten,sour,v
swept,unswept,a
switch_off,switch_on,v
switch_on,switch_off,v
sworn,unsworn,a
syllabic,accentual,a
syllabic,nonsyllabic,a
syllabic,quantitative,a
symmetrical,asymmetrical,a
symmetrically,asymmetrically,r
symmetry,asymmetry,n
sympathetic,unsympathetic,a
sympathetically,unsympathetically,r
sympatric,allopatric,a
sympatry,allopatry,n
syncarpous,apocarpous,a
syncategorem,categorem,n
syncategorematic,categorematic,a
syncategoreme,categoreme,n
synchronic,diachronic,a
synchronise,desynchronise,v
synchronism,asynchronism,n
synchronization,desynchronization,n
synchronize,desynchronize,v
synchronizing,desynchronizing,n
synchronous,asynchronous,a
synchronous_operation,asynchronous_operation,n
synclinal,anticlinal,a
syndetic,asyndetic,a
synergist,antagonist,n
synergistic,antagonistic,a
synonym,antonym,n
synonymous,antonymous,a
syntagmatic,paradigmatic,a
synthesis,analysis,n
synthesize,analyze,v
synthetic,analytic,a
systematic,unsystematic,a
systematically,unsystematically,r
table_d'hote,a_la_carte,a
taciturn,voluble,a
tactful,tactless,a
tactfully,tactlessly,r
tactfulness,tactlessness,n
tactless,tactful,a
tactlessly,tactfully,r
tactlessness,tactfulness,n
tail,head,n
take,give,v
take_away,add,v
take_away,bring,v
take_in,let_out,v
take_office,leave_office,v
talented,untalented,a
talk,keep_quiet,v
talk_into,talk_out_of,v
talk_out_of,talk_into,v
tall,short,a
tallness,shortness,n
tame,wild,a
tameness,wildness,n
tangibility,intangibility,n
tangible,intangible,a
tangled,untangled,a
tanned,untanned,a
taper_file,blunt_file,n
tapped,untapped,a
tardiness,punctuality,n
tasteful,tasteless,a
tastefully,tastelessly,r
tastefulness,tastelessness,n
tasteless,tasteful,a
tasteless,tasty,a
tastelessly,tastefully,r
tastelessness,tastefulness,n
tasty,tasteless,a
taxable,nontaxable,a
tearful,tearless,a
tearless,tearful,a
technical,nontechnical,a
technophile,technophobe,n
technophobe,technophile,n
temperance,intemperance,n
temperate,intemperate,a
tempered,untempered,a
temporarily,permanently,r
tender,tough,a
tense,lax,a
tense,relax,v
tense,relaxed,a
terminal,intermediate,a
terrestrial,amphibious,a
terrestrial,aquatic,a
territorial,extraterritorial,a
territorial,nonterritorial,a
territorial_waters,high_sea,n
territorial_waters,international_waters,n
terseness,verboseness,n
testate,intestate,a
text_edition,trade_edition,n
theatrical,untheatrical,a
theism,atheism,n
thematic,unthematic,a
theoretical,applied,a
theoretical,empirical,a
theoretically,empirically,r
there,here,n
there,here,r
thereness,hereness,n
thermal,nonthermal,a
thermal_reactor,fast_reactor,n
thermoplastic,thermosetting,a
thermosetting,thermoplastic,a
thick,thin,a
thicken,thin,v
thickly,thinly,r
thickness,thinness,n
thin,fat,a
thin,full,a
thin,thick,a
thin,thicken,v
thin_person,fat_person,n
thinkable,unthinkable,a
thinly,thickly,r
thinness,thickness,n
thirsty,hungry,a
thoughtful,thoughtless,a
thoughtfully,thoughtlessly,r
thoughtfulness,thoughtlessness,n
thoughtfulness,unthoughtfulness,n
thoughtless,thoughtful,a
thoughtlessly,thoughtfully,r
thoughtlessness,thoughtfulness,n
three-piece,one-piece,a
three-piece,two-piece,a
thrifty,wasteful,a
tide,ebb,v
tidiness,untidiness,n
tidy,untidy,a
tie,untie,v
tied,untied,a
tight,leaky,a
tight,loose,a
tight_money,easy_money,n
tightening,loosening,n
tightness,looseness,n
timbered,untimbered,a
time_off,work_time,n
timeliness,untimeliness,n
timid,bold,a
timid,brave,n
timidity,boldness,n
tipped,untipped,a
tire,refresh,v
tired,rested,a
toadstool,mushroom,n
toed,toeless,a
toeless,toed,a
tolerable,intolerable,a
tolerably,intolerably,r
tolerance,intolerance,n
tolerant,intolerant,a
tolerantly,intolerantly,r
tonal,atonal,a
tonality,atonality,n
toned,toneless,a
toneless,toned,a
tongued,tongueless,a
tongueless,tongued,a
tonic,atonic,a
tonicity,atonicity,n
toothed,toothless,a
toothless,toothed,a
top,bottom,a
top,bottom,n
top,side,a
top-down,bottom-up,a
top_out,bottom_out,v
topless,topped,a
topped,topless,a
touched,untouched,a
tough,tender,a
toxic,nontoxic,a
traceable,untraceable,a
tracked,trackless,a
trackless,tracked,a
tractability,intractability,n
tractable,intractable,a
trade_edition,text_edition,n
traditional,nontraditional,a
tragedy,comedy,n
trained,untrained,a
tramontane,cismontane,a
transeunt,immanent,a
transitive,intransitive,a
transitively,intransitively,r
transitivity,intransitivity,n
transitivize,detransitivize,v
translatable,untranslatable,a
translational,nontranslational,a
transparency,opacity,n
trapezium,parallelogram,n
travel,stay_in_place,v
traveled,untraveled,a
treated,untreated,a
tribalisation,detribalisation,n
tribalization,detribalization,n
tributary,distributary,n
triclinic,monoclinic,a
trimmed,untrimmed,a
trinucleate,binucleate,a
trinucleate,mononuclear,a
troubled,untroubled,a
true,false,a
true-false,multiple-choice,a
trust,distrust,n
trust,distrust,v
trust,mistrust,v
trustful,distrustful,a
trustfully,distrustfully,r
trustiness,untrustiness,n
trustworthiness,untrustworthiness,n
trustworthy,untrustworthy,a
truth,falsehood,n
truth,falsity,n
truthful,untruthful,a
truthfully,untruthfully,r
truthfulness,untruthfulness,n
tubed,tubeless,a
tubeless,tubed,a
tucked,untucked,a
tune,untune,v
tuneful,tuneless,a
tuneless,tuneful,a
turn_in,turn_out,v
turn_out,turn_in,v
turned,unturned,a
twine,untwine,v
twist,untwist,v
two-piece,one-piece,a
two-piece,three-piece,a
type,antitype,n
typical,atypical,a
typicality,atypicality,n
typically,atypically,r
uglify,beautify,v
ugliness,beauty,n
ugly,beautiful,a
ultimate,proximate,a
ultra_vires,intra_vires,a
unable,able,a
unabridged,abridged,a
unabused,abused,a
unacceptability,acceptability,n
unacceptable,acceptable,a
unacceptably,acceptably,r
unaccommodating,accommodating,a
unaccompanied,accompanied,a
unaccustomed,accustomed,a
unacknowledged,acknowledged,a
unacquisitive,acquisitive,a
unactable,actable,a
unadaptability,adaptability,n
unadaptable,adaptable,a
unaddicted,addicted,a
unaddressed,addressed,a
unadjusted,adjusted,a
unadoptable,adoptable,a
unadorned,adorned,a
unadventurous,adventurous,a
unaffected,affected,a
unaffectedness,affectedness,n
unaffixed,affixed,a
unafraid,afraid,a
unaggressive,aggressive,a
unagitated,agitated,a
unairworthy,airworthy,a
unalarming,alarming,a
unalert,alert,a
unalike,alike,a
unalterability,alterability,n
unalterable,alterable,a
unaltered,altered,a
unambiguity,ambiguity,n
unambiguous,ambiguous,a
unambiguously,ambiguously,r
unambitious,ambitious,a
unambitiously,ambitiously,r
unamended,amended,a
unanalyzed,analyzed,a
unangry,angry,a
unanimated,animated,a
unapologetic,apologetic,a
unappealable,appealable,a
unappealing,appealing,a
unappealingly,appealingly,r
unappendaged,appendaged,a
unappetizing,appetizing,a
unappetizingness,appetizingness,n
unappreciatively,appreciatively,r
unapproachability,approachability,n
unapproachable,approachable,a
unargumentative,argumentative,a
unarmed,armed,a
unarmored,armored,a
unarticulated,articulated,a
unashamed,ashamed,a
unashamedly,ashamedly,r
unassertive,assertive,a
unassertively,assertively,r
unassigned,assigned,a
unassisted,assisted,a
unattached,attached,a
unattractive,attractive,a
unattractively,attractively,r
unattractiveness,attractiveness,n
unattributable,attributable,a
unauthorized,authorized,a
unavailability,availability,n
unavailable,available,a
unavenged,avenged,a
unawakened,awakened,a
unaware,aware,a
unawed,awed,a
unbalance,balance,v
unbalanced,balanced,a
unbalconied,balconied,a
unbanded,banded,a
unbaptized,baptized,a
unbar,bar,v
unbarreled,barreled,a
unbecomingness,becomingness,n
unbelief,belief,n
unbelievably,believably,r
unbelievingly,believingly,r
unbelt,belt,v
unbelted,belted,a
unbend,bend,v
unbeneficed,beneficed,a
unbind,bind,v
unblemished,blemished,a
unblended,blended,a
unblock,block,v
unbodied,bodied,a
unbolt,bolt,v
unbordered,bordered,a
unborn,born,a
unbound,bound,a
unbox,box,v
unbraid,braid,v
unbrainwashed,brainwashed,a
unbranded,branded,a
unbreakable,breakable,a
unbreakableness,breakableness,n
unbridgeable,bridgeable,a
unbridle,bridle,v
unbroken,broken,a
unbuckle,buckle,v
unburden,burden,v
unburdened,burdened,a
unburied,buried,a
unbutton,button,v
unbuttoned,buttoned,a
uncamphorated,camphorated,a
uncared-for,cared-for,a
uncarpeted,carpeted,a
uncarved,carved,a
uncastrated,castrated,a
uncaulked,caulked,a
uncensored,censored,a
unceremoniously,ceremoniously,r
unceremoniousness,ceremoniousness,n
uncertain,certain,a
uncertainty,certainty,n
uncertified,certified,a
unchain,chain,v
unchangeable,changeable,a
unchanged,changed,a
uncharacteristic,characteristic,a
uncharacteristically,characteristically,r
uncharged,charged,a
uncharitable,charitable,a
unchartered,chartered,a
unchaste,chaste,a
uncheerfulness,cheerfulness,n
unchivalrously,chivalrously,r
unchristian,christian,a
uncivil,civil,a
uncivilly,civilly,r
unclasp,clasp,v
unclassified,classified,a
uncle,aunt,n
unclean,clean,a
uncleanliness,cleanliness,n
unclear,clear,a
uncleared,cleared,a
unclearness,clearness,n
unclip,clip,v
unclog,clog,v
unclothed,clothed,a
unclutter,clutter,v
uncoated,coated,a
uncoil,coil,v
uncoiled,coiled,a
uncollected,collected,a
uncolored,colored,a
uncombed,combed,a
uncombined,combined,a
uncomfortable,comfortable,a
uncomfortably,comfortably,r
uncommitted,committed,a
uncommon,common,a
uncommonness,commonness,n
uncommunicative,communicative,a
uncommunicativeness,communicativeness,n
uncompartmented,compartmented,a
uncompassionate,compassionate,a
uncomplaining,complaining,a
uncomplainingly,complainingly,r
uncomplimentary,complimentary,a
uncompromising,compromising,a
unconcealed,concealed,a
unconcern,concern,n
unconcerned,concerned,a
unconditional,conditional,a
unconditionally,conditionally,r
unconditioned,conditioned,a
unconfined,confined,a
unconfirmed,confirmed,a
uncongenial,congenial,a
uncongeniality,congeniality,n
unconnected,connected,a
unconnectedness,connectedness,n
unconquerable,conquerable,a
unconscientious,conscientious,a
unconscientiousness,conscientiousness,n
unconscious,conscious,a
unconsciously,consciously,r
unconsciousness,consciousness,n
unconstipated,constipated,a
unconstitutional,constitutional,a
unconstitutionally,constitutionally,r
unconstricted,constricted,a
unconsummated,consummated,a
uncontaminated,contaminated,a
uncontested,contested,a
uncontrolled,controlled,a
uncontroversial,controversial,a
uncontroversially,controversially,r
unconventional,conventional,a
unconventionality,conventionality,n
unconventionally,conventionally,r
unconvinced,convinced,a
unconvincing,convincing,a
unconvincingly,convincingly,r
uncooperative,cooperative,a
uncork,cork,v
uncorrected,corrected,a
uncouple,couple,v
uncousinly,cousinly,a
uncover,cover,v
uncrannied,crannied,a
uncrate,crate,v
uncreative,creative,a
uncreativeness,creativeness,n
uncritical,critical,a
uncritically,critically,r
uncross,cross,v
uncrossed,crossed,a
uncrowded,crowded,a
uncrowned,crowned,a
uncrystallized,crystallized,a
uncultivated,cultivated,a
uncut,cut,a
undamaged,damaged,a
